,R30_S00,R30_S01,R30_S02,R30_S10,R30_S11,R30_S12,R30_S20,R30_S21,R30_S22
u,"[-1.0, 24.108896516803814, 24.191122943260716, 24.218897484042948, 24.236173628895685, 24.243757347695475, 24.24600384403155, 24.258610526176525, 24.26622277087779, 24.256009779438394, 24.253752606756567, 24.244190218241357, 24.226844929434026, 24.219524052019555, 24.19999323741471, 24.140551278832937]","[24.204939983461834, 24.218967128458708, 24.224610139746233, 24.225532542622606, 24.230334783704865, 24.234594152356802, 24.238603499965862, 24.23755068642017, 24.214436735316287, 24.234743486249094, 24.23011317701308, 24.231903257756017, 24.213772229316874, 24.216409639892717, 24.218058981943585, 24.2097440337131]","[24.294640217252667, 24.305830225447668, 24.307459007689886, 24.308212660244525, 24.31218527302073, 24.315708777159305, 24.29907239342299, 24.319269859193064, 24.315733676978112, 24.313457746142795, 24.314585031680913, 24.311651920092284, 24.307232437771724, 24.29773633479461, 24.3017724788127, 24.283617594286078]","[23.936202701865618, 23.9908297585998, 24.05178220208476, 24.105236526460057, 24.167810236308775, 24.210718520538855, 24.244631132243953, 24.263817534412247, 24.284409561847454, 24.277854555341083, 24.264240433109244, 24.2562492415473, 24.222215039420664, 24.169734847112217, 24.10192456976279, 24.0315442992713]","[24.224943360752015, 24.232010955172242, 24.236134569092133, 24.24128347957684, 24.24451024865249, 24.252410414988073, 24.25590503370114, 24.248335634377987, 24.27252664016696, 24.274082557684306, 24.268834496979306, 24.267518622673155, 24.260789201390644, 24.24591801744596, 24.25244768687799, 24.2465988177782]","[24.235973088626025, 24.23534215600516, 24.235124696291145, 24.244947587785635, 24.24807131431021, 24.256076006482594, 24.262876481829085, 24.27387314073778, 24.280521877841153, 24.276780945052572, 24.272600313029365, 24.269084137446363, 24.266773531507624, 24.266049743993133, 24.261371707123168, 24.254471554583553]","[23.176629511814237, 23.43243199026756, 23.58888043554358, 23.72395341124249, 23.816986611144177, 23.8700175398774, 23.93398405875227, 23.99817806991254, 24.12019179434917, 24.08642277717074, 24.021656407257005, 23.948155400305225, 23.883210681738937, 23.798134445736192, 23.7217622153035, 23.599959331566208]","[24.002829176198475, 24.050270712556838, 24.100998438646634, 24.13463742542371, 24.13690079206767, 24.15082190590269, 24.144758037948407, 24.16990618278227, 24.185491845616838, 24.193078270324488, 24.188319722802525, 24.166156225214337, 24.1647834413857, 24.13590229570128, 24.135209320867197, 24.116379965981547]","[24.25057049114008, 24.240690781320037, 24.25450716893622, 24.251415063826865, 24.227265044529833, 24.260329368452147, 24.21082035853481, 24.27671790070537, 24.244524671812258, 24.26438208583852, 24.202876921940803, 24.230808970833547, 24.25769997803416, 24.264056223140216, 24.25960701548492, 24.261250834599068]"
g,"[-1.0, 24.873113663787237, 24.918598213602735, 24.936341506294102, 24.944014938742434, 24.948143845502564, 24.950251701770444, 24.955169218293445, 24.956842900050358, 24.95146143438572, 24.94965182653881, 24.9452509511884, 24.93776250844162, 24.933424394351217, 24.91803268808093, 24.879009312358193]","[24.946609385752172, 24.95171471421705, 24.955944309608924, 24.956697853509304, 24.96053185463203, 24.963216774642145, 24.96602463167809, 24.966274643713948, 24.958261699431336, 24.963907205751386, 24.961281527893355, 24.961586977643833, 24.953378586907125, 24.951981224812922, 24.953000546572895, 24.947789103611733]","[24.97980032713833, 24.98359947946307, 24.984101304460285, 24.984661261944186, 24.98644879721657, 24.98797762665415, 24.98331761449107, 24.990226951942027, 24.98725279595889, 24.985017122648607, 24.985864674274634, 24.984704373780918, 24.983554000875685, 24.979567778148184, 24.98036225067116, 24.975067166557388]","[24.694776664202163, 24.737099522415747, 24.783698659148026, 24.831579017132242, 24.879288757580554, 24.915219916517728, 24.937496853532657, 24.948521437266155, 24.955729738947568, 24.950536727184176, 24.943939271848215, 24.936147443449208, 24.908531871693835, 24.86787155833761, 24.814662662289486, 24.7628346714217]","[24.943370604003526, 24.946703242173538, 24.94920398198167, 24.951258066154843, 24.954436546383103, 24.95826181961413, 24.96057363670349, 24.959547320603466, 24.966360059877672, 24.966020443750633, 24.962009834982258, 24.961490984849675, 24.95755927185717, 24.952175450729072, 24.952161071861195, 24.950291165063213]","[24.96763355590698, 24.967952971800543, 24.96839164651754, 24.972060430213812, 24.97296127442489, 24.9756062238899, 24.978754585427684, 24.982662199375685, 24.984724450784686, 24.981898273452533, 24.979953915665885, 24.97867299049434, 24.97756028889945, 24.977090421885624, 24.97603552631252, 24.97306686315692]","[24.192663935206983, 24.381713278226133, 24.496348501770186, 24.596228590507742, 24.666241159575783, 24.706566919589047, 24.750619376322796, 24.797551278484562, 24.895253153734664, 24.86171193624353, 24.814196231882637, 24.761480935056014, 24.71438285220892, 24.663494500078794, 24.602413979710548, 24.506915032226082]","[24.85033974972037, 24.88610320781064, 24.91525371685166, 24.93276793470143, 24.933066246629004, 24.93885069863629, 24.939141794934443, 24.9459482452335, 24.952683350240047, 24.960297383940716, 24.957923924838184, 24.944788750899995, 24.9461335275532, 24.935832263884386, 24.931677889361524, 24.9215381516871]","[24.954571372335693, 24.953778897180516, 24.958342183766167, 24.958518940208297, 24.95107080014394, 24.961894417681442, 24.947104851477977, 24.969749215792188, 24.96415260370596, 24.968942732885715, 24.94956421908017, 24.95686428667503, 24.965150953575716, 24.966016501371797, 24.963340463011892, 24.962962364346005]"
r,"[-1.0, 24.392908856772607, 24.431378805025275, 24.447489215447504, 24.453561442637685, 24.45718114255182, 24.45941580742052, 24.463023249092423, 24.463887346438263, 24.459332941882142, 24.45747712819752, 24.453943049575976, 24.44835004717459, 24.44446450430162, 24.42970244706723, 24.39462078033646]","[24.46421655230047, 24.467646983255907, 24.471684862459355, 24.47243610949632, 24.476168241337085, 24.47855492740863, 24.481136332898604, 24.481649599371, 24.477049869271312, 24.47967344986946, 24.477322186894952, 24.477204720507977, 24.470847116956342, 24.46861027417825, 24.46940821593041, 24.46478835980193]","[24.4856805362181, 24.488077151042752, 24.488458519411456, 24.489013680760998, 24.490458861144283, 24.49167209692954, 24.48954615390719, 24.49377284978485, 24.491414443866283, 24.489086203448487, 24.489710876070568, 24.488731457849493, 24.488218133271147, 24.485284007604633, 24.48528864555533, 24.482612744851064]","[24.218081636506973, 24.257834190047035, 24.301463613847197, 24.34814775383091, 24.392732167836716, 24.42733251898953, 24.447213362866997, 24.456682627764746, 24.46194153871656, 24.45693464112354, 24.45168925866166, 24.443813153307573, 24.417433324810297, 24.379279912123078, 24.329051916679678, 24.281274667361604]","[24.458871123446198, 24.461653724659328, 24.463977444855416, 24.465573165381556, 24.468831517030058, 24.47184540512936, 24.47401269741333, 24.474302529639466, 24.478588291463986, 24.477777376476485, 24.47390130857294, 24.47342259041067, 24.469877537962724, 24.46635228265717, 24.46492405312315, 24.463685958833537]","[24.480398349967736, 24.481075249092857, 24.48186090717635, 24.484436886453683, 24.48505609001769, 24.486722286916233, 24.489221712580267, 24.491810181515405, 24.49362608437328, 24.490899574748138, 24.48929406546479, 24.48833907163364, 24.487294677492045, 24.48670476021928, 24.486209972187005, 24.483901997464496]","[23.770372567672517, 23.941047104938594, 24.04561107406049, 24.137274826993618, 24.202269537598887, 24.240155665819167, 24.280043440696776, 24.323563733938446, 24.41711679670488, 24.3834087182522, 24.33937526865411, 24.29084560480227, 24.247515692395375, 24.204389169484706, 24.146583250583397, 24.057267359719887]","[24.379555054197287, 24.413554077756878, 24.439012923520828, 24.453726844254085, 24.453936261210956, 24.458410897865676, 24.459980737928337, 24.463613709456155, 24.46920923849399, 24.476638187696963, 24.47470527613723, 24.46311799380512, 24.464793362937407, 24.45794176648287, 24.452937552523185, 24.444227501045184]","[24.465703872922816, 24.466908921406475, 24.469723500519862, 24.470696073532363, 24.466932776179384, 24.473109153582662, 24.466048795545262, 24.479275589903423, 24.47907653305038, 24.480584695790114, 24.470557238479223, 24.47303588189841, 24.477234591431625, 24.476877952960294, 24.474470910210506, 24.47367680758007]"
i,"[-1.0, 23.92597263918075, 23.96290594800366, 23.978625039940432, 23.984231285681798, 23.9876041566129, 23.989753155802344, 23.992758318068926, 23.997058185702596, 23.992948585262823, 23.99114375833176, 23.9877429191544, 23.982666668693486, 23.97842422354859, 23.96328208686927, 23.928316846227503]","[23.9951117665254, 23.997978120071885, 24.001906382401273, 24.00262934778311, 24.00639628999331, 24.00880331815746, 24.01154910030879, 24.012412379592902, 24.0125171214227, 24.01408826445642, 24.01168190773057, 24.011369944869145, 24.00549652266461, 24.003016781174164, 24.00385479381473, 23.99932228389732]","[24.015400803449246, 24.017951071738974, 24.018787369403515, 24.019828841440898, 24.02165482874257, 24.02310144470053, 24.02167063824691, 24.02461886824423, 24.02507932471732, 24.02337448303989, 24.02411737115637, 24.02308862553636, 24.022463138370263, 24.019496729524064, 24.018887106403945, 24.01654017228465]","[23.75061940685484, 23.790404617021444, 23.833327742316968, 23.879421652825737, 23.922688314466797, 23.956413801802057, 23.975136457106803, 23.983740277727797, 23.989428825353727, 23.98500968231039, 23.980708895084266, 23.973459279667665, 23.94791874360735, 23.910729311077272, 23.861282487343253, 23.81395763257558]","[23.987499176537998, 23.99013488564541, 23.99237168062485, 23.993825942659072, 23.99711554145425, 24.000025841553516, 24.0024001334819, 24.00328742322094, 24.00745493232988, 24.00624819076799, 24.002277761858505, 24.00171174838308, 23.99823974937339, 23.99531521972554, 23.99354304215132, 23.992512724315652]","[24.007301333590785, 24.008672034950052, 24.010068990570524, 24.012849399065527, 24.013871675023108, 24.015589105812147, 24.017948971533684, 24.019682371979815, 24.02187641956993, 24.019765053092105, 24.01825020299256, 24.01706512625607, 24.015643934806562, 24.014511971810986, 24.013674631818798, 24.010980766376115]","[23.316248512751823, 23.48246436519572, 23.584670617425544, 23.674162057292847, 23.737791873981354, 23.775047693898674, 23.813721604732436, 23.856161182572205, 23.946368573147076, 23.91275421759061, 23.8698918374712, 23.822683024366157, 23.78049087409488, 23.73949971789707, 23.682228498704426, 23.593667284194396]","[23.914227116233548, 23.94805087005591, 23.9727993110031, 23.987010421769615, 23.987453486294076, 23.99189251379613, 23.99415774184052, 23.997290271335224, 24.000398970866236, 24.007352081182987, 24.005157870991304, 23.99366204817241, 23.99514252790111, 23.988971532975587, 23.983554506153354, 23.975094880038267]","[23.994186891456202, 23.996498731338406, 23.999229540927416, 24.000771337415863, 23.998359078989264, 24.003449821773675, 23.99859337220976, 24.008544889905675, 24.0075641507633, 24.008656745805627, 24.001235958861137, 24.001970817845933, 24.00455896366296, 24.003367162023753, 24.000532248778846, 23.999068167366282]"
z,"[-1.0, 23.32618690806114, 23.36163392959383, 23.376632426118523, 23.381699209351744, 23.38475189365041, 23.386779502495177, 23.389254266904615, 23.396129440922664, 23.392554676026442, 23.390987940990073, 23.387759239517045, 23.38302195488803, 23.378573889764375, 23.363392261400584, 23.3288749947863]","[23.3923019917318, 23.394666702895904, 23.398585189417346, 23.399464933695164, 23.403457801360616, 23.406166555407303, 23.40928474010331, 23.410656509410074, 23.414404166573252, 23.414792725509205, 23.412112565952757, 23.41147026376429, 23.405834458826348, 23.402883856354055, 23.403373067141146, 23.398719166981095]","[23.412506660015527, 23.41540218582567, 23.41670145902247, 23.418405211805158, 23.4205992477222, 23.422444970078693, 23.421841718890423, 23.423865155912292, 23.426028113157347, 23.42462092326513, 23.42540170279581, 23.42435706473647, 23.423684335178837, 23.42055238109688, 23.419229309624917, 23.416889382603188]","[23.150625515865652, 23.19040049496605, 23.232752975777892, 23.278383795628194, 23.320616745900903, 23.353974432265534, 23.371738748182004, 23.379760403997835, 23.385065658013872, 23.380914598743814, 23.377191876865172, 23.370283959828953, 23.34535539776265, 23.308925859591962, 23.26009052670723, 23.21319191526269]","[23.38161833632307, 23.384185512838783, 23.386322988427523, 23.38787164078168, 23.391512431126205, 23.394684400194237, 23.397632442767318, 23.39937896618686, 23.402451557141298, 23.400550114724716, 23.39611036812667, 23.395378053261297, 23.391776094678246, 23.38916376184353, 23.38680207538696, 23.38564419769947]","[23.400892658295206, 23.40310961971053, 23.405171896245328, 23.408269498195917, 23.409909377480986, 23.412020728893502, 23.41463049065625, 23.416059349310473, 23.417366798390585, 23.415449952338285, 23.413768463726804, 23.412246254696377, 23.410408673177486, 23.408492585083174, 23.406949793603452, 23.403675019071187]","[22.728857867306967, 22.89035215768255, 22.990031757140105, 23.077292210748862, 23.139512238607992, 23.175991288261297, 23.21347602449717, 23.254877675729816, 23.340447663857795, 23.307399080578044, 23.266044870997963, 23.220276493581757, 23.179240468008878, 23.140255418010085, 23.083751921650034, 22.99650669418618]","[23.314045559326946, 23.347680586810682, 23.3717383889269, 23.38535278225742, 23.385963633890157, 23.390296527052833, 23.393131487578408, 23.3959167201538, 23.395366008480764, 23.402273427877365, 23.400216582864978, 23.389045364360776, 23.390390342576453, 23.38484231720694, 23.379128599259374, 23.371102287999033]","[23.390554531873562, 23.39429926746994, 23.39756632888198, 23.40002034851672, 23.39912392253981, 23.40351963972801, 23.400918776773338, 23.408420130689905, 23.407481342058848, 23.407810116518743, 23.402270879426425, 23.40103823753043, 23.401900784170852, 23.399692225233146, 23.396232782981286, 23.393917739562657]"
y,"[-1.0, 22.370921753727277, 22.40556277392367, 22.42063477536108, 22.425433457387108, 22.428564182849925, 22.430474423394354, 22.432794597761752, 22.43730382343384, 22.43421153365266, 22.433096967421395, 22.43050654406195, 22.425620573001087, 22.42131713656037, 22.40606554590246, 22.37337078513905]","[22.43470052059612, 22.438230941353247, 22.44248986308409, 22.44346801804879, 22.447313940031886, 22.449983408674758, 22.453359034743784, 22.455186837034965, 22.45803990555185, 22.45705917864838, 22.454537553230843, 22.453740847374014, 22.4479086126007, 22.44432166650392, 22.44365749578965, 22.438200372122214]","[22.45776006151207, 22.460470743689015, 22.46176226520131, 22.462797620575675, 22.465300685579336, 22.4669050421017, 22.466546178577794, 22.468885299270394, 22.46906319874791, 22.46721853325177, 22.467731003542614, 22.467231972088435, 22.46689452820386, 22.463736151932988, 22.46198401820306, 22.459667597241463]","[22.194068556853026, 22.232586446482298, 22.27414004272666, 22.31968951842135, 22.361844107084906, 22.395051996894953, 22.413552842414834, 22.42214461493748, 22.426519981863983, 22.421994285982898, 22.417959124755722, 22.4115764315356, 22.387057380349574, 22.351274442383435, 22.302919685144534, 22.258054057706783]","[22.422683306224236, 22.42574594312246, 22.428341666582067, 22.43021742264318, 22.43401016646234, 22.437540918475655, 22.440771386124098, 22.44304459339741, 22.44607999264307, 22.44351588259147, 22.43829672909078, 22.437049041799895, 22.433430315376487, 22.429622389616107, 22.42516916819497, 22.423166029538752]","[22.441177036635935, 22.443122238748522, 22.44605178276798, 22.44939975780005, 22.451580268138144, 22.453900024633395, 22.457398745093453, 22.460065912327558, 22.46033216109303, 22.456423668541717, 22.453773743709643, 22.451284720334872, 22.448546223889345, 22.44522808572149, 22.44247444375315, 22.43838277567729]","[21.776748643539378, 21.935230647132023, 22.033180933701974, 22.11878629933412, 22.17923237241997, 22.214564641283758, 22.252113579372192, 22.29222632404658, 22.37290085502717, 22.34104019344033, 22.30210700178327, 22.257410098055402, 22.21739066461341, 22.180463675406678, 22.12603853769194, 22.04110206576567]","[22.352914074204108, 22.386669363616384, 22.410990849364786, 22.424005493594663, 22.424604448332506, 22.42869274582842, 22.43204518297144, 22.43448800790746, 22.432668662765916, 22.440446915247534, 22.439779298398424, 22.42926375767418, 22.430935929631765, 22.424760384606348, 22.418943604245122, 22.41171021314672]","[22.432609920088822, 22.437331288400856, 22.44228075306696, 22.44559501357228, 22.444990523668455, 22.448673914216876, 22.446980245563907, 22.45450016064067, 22.4567435040955, 22.454843246734818, 22.449460805602975, 22.448478375483866, 22.449916870171148, 22.447905646420427, 22.444347223054017, 22.4419003464536]"
fS,"[-1.0, 1.0219822036551842, 1.1028835699374189, 1.1376781291694904, 1.151876389869449, 1.1599395954136993, 1.1643714639055545, 1.1729395623633452, 1.182962339166361, 1.1731343482276833, 1.1696741261006804, 1.1613152312693362, 1.1474161057484649, 1.1377399943201856, 1.1054569785839485, 1.0325185452148449]","[1.1629800884355976, 1.1723712726559552, 1.181572489076768, 1.1834444141645146, 1.1920757840275253, 1.1981527240992482, 1.2050828195845797, 1.2072397277368445, 1.2030288875488975, 1.209465092117362, 1.2033821642520188, 1.2028528183836082, 1.186759226968416, 1.1817837354047342, 1.1826464276420543, 1.171169793842019]","[1.2285379610878189, 1.2370268423381305, 1.239481213367736, 1.241855685877969, 1.2471383630769783, 1.25126289318669, 1.2443096647235325, 1.255893385641166, 1.2550528429251195, 1.2507335643124928, 1.2523895527416533, 1.2498649098291708, 1.247537841008783, 1.2386533948693081, 1.2377740501660877, 1.227792320310407]","[0.7393226875983658, 0.7973976706369899, 0.8656642824216543, 0.9436221511616161, 1.0257076994210785, 1.0935608773993921, 1.1358024896343655, 1.1568824155846391, 1.1719225662938466, 1.1616453123424457, 1.1499698560384157, 1.134977857289897, 1.0812143523653437, 1.0068007265270573, 0.9158854700140158, 0.8363624891622312]","[1.1500708523527363, 1.157088156459158, 1.1625630063187964, 1.1669982192460442, 1.174531241596588, 1.182738718938125, 1.1889449830784364, 1.1896826603494954, 1.2029745593494314, 1.2000297181637887, 1.189953603370989, 1.1880353570357678, 1.17941852364992, 1.1692088492478807, 1.1657540546902885, 1.161518834310928]","[1.1908559798434282, 1.1937849239676053, 1.197479583405786, 1.2059009673305099, 1.2096013683041766, 1.2156726657345274, 1.223119836985201, 1.2304491827765616, 1.2346868915684586, 1.2280337952955351, 1.222994540038898, 1.2187578381559179, 1.2144309245397475, 1.2104427441543117, 1.2060982135807836, 1.1979868741859376]","[0.31839121971975826, 0.43569450498855244, 0.5288922897419216, 0.6268517259996601, 0.7070200500316652, 0.7584443308916837, 0.8176791793476368, 0.8866090152267783, 1.0471156304499383, 0.9853875233335206, 0.9087731823514213, 0.8301463071071431, 0.7658190507131866, 0.7062558682054392, 0.6346319680191199, 0.5374647382164028]","[0.9789080365844482, 1.0442682336328142, 1.0978735581089953, 1.130297462178145, 1.1316599998499604, 1.1427687076039121, 1.146355604454524, 1.1575507194663226, 1.1632370972727184, 1.1791395981407935, 1.174955957318499, 1.1486241869163487, 1.1512764984407768, 1.1331992518289231, 1.122782325722033, 1.1040986833674058]","[1.172628875059715, 1.1761438955612062, 1.186757335809878, 1.1902278863403417, 1.1805567756296595, 1.1982937029571419, 1.1781831067019213, 1.2135697758447945, 1.205466887312621, 1.2107525873670362, 1.1813982340126232, 1.1886377179325984, 1.1999280551007725, 1.19871001702879, 1.1914614961004755, 1.1883473605721135]"
u1,"[-1.0, 24.610510684476598, 24.677766876229462, 24.703429451270736, 24.71843283792642, 24.72650541767262, 24.73038130324086, 24.740281628293346, 24.749458397834644, 24.74082251353167, 24.737736381185833, 24.729224923243216, 24.715486113113776, 24.70796871560401, 24.68826553755915, 24.636491666550363]","[24.69109005163611, 24.700896661343954, 24.706518972590718, 24.707865559201558, 24.7129186128781, 24.716481102206167, 24.720035371067283, 24.719785839780066, 24.70804321110937, 24.720109402416654, 24.716202596758095, 24.716677805362277, 24.703093068966304, 24.70301116051837, 24.703862233443438, 24.696798473185687]","[24.773564704973474, 24.781919117859935, 24.78393536348124, 24.785092178266506, 24.78883890379662, 24.791818139415298, 24.782289019508134, 24.795325110428948, 24.795737800792764, 24.793179882121734, 24.79379174658796, 24.79121546332251, 24.787752244504567, 24.780810959595595, 24.7821556097686, 24.77026135521086]","[24.440979556065624, 24.491281068751846, 24.547180860425875, 24.599934398533435, 24.656151472656003, 24.69710158429892, 24.725379188275998, 24.74082220484144, 24.760470282886796, 24.75417063744166, 24.744016584472746, 24.73509302124551, 24.703371107111447, 24.656007584030377, 24.593639250435285, 24.53144512814383]","[24.707565765681515, 24.71444100263357, 24.71881804233223, 24.722959307530047, 24.72755433349131, 24.733925721271735, 24.738089093987195, 24.73395543498481, 24.754850855982966, 24.755494495706635, 24.750046645802193, 24.748353257059996, 24.74192508100041, 24.731591629825648, 24.7335234522576, 24.728416586167814]","[24.722761311183874, 24.724337876454527, 24.725995531488337, 24.733523878897877, 24.736402972037183, 24.742456090046176, 24.748012320361486, 24.755720562679794, 24.76529805676592, 24.76156270794227, 24.757924675210994, 24.75470722167521, 24.751989907193668, 24.750551878895692, 24.746680496952955, 24.740659299031662]","[23.755035933055858, 23.988980651907507, 24.13192959135106, 24.254493377384893, 24.339777705605012, 24.389659357524586, 24.445707611171535, 24.50330771250955, 24.62100641701584, 24.585417912507033, 24.527442379305015, 24.461626412542667, 24.403380248194466, 24.333308829356948, 24.260752393650087, 24.14709418655217]","[24.5059120556817, 24.55319365324359, 24.59726097521783, 24.62529797232441, 24.629441084678756, 24.64148031676714, 24.640719917548623, 24.658294125541868, 24.6767888246062, 24.682898754926605, 24.678115656702026, 24.6586775178002, 24.65660501041055, 24.63579275093486, 24.63073388858951, 24.613332767036518]","[24.734429891782447, 24.730604307091937, 24.74011996334051, 24.739629862540568, 24.72543616778477, 24.746886888301738, 24.717208604680884, 24.759399668829776, 24.742545600383625, 24.753537336913453, 24.71494263392158, 24.731040456532945, 24.747142225334034, 24.74973213113384, 24.745613163591948, 24.74538826627632]"
u2,"[-1.0, 25.063735715954945, 25.12049476382624, 25.144695535867193, 25.158151489193642, 25.16654229047483, 25.1715106725137, 25.179579723160312, 25.18979541500316, 25.18223363396098, 25.178591431547236, 25.17079964047417, 25.159530711446514, 25.151887209506555, 25.132089518859125, 25.085678841056442]","[25.133464614411096, 25.140414179105186, 25.146015560636286, 25.14764460804896, 25.152859600336342, 25.15595048587557, 25.1591959123695, 25.159484538891977, 25.155518775275567, 25.16191720934564, 25.15850565233353, 25.15809001679074, 25.147616318189797, 25.145678418744883, 25.145986886803524, 25.13978137356208]","[25.21099087341154, 25.217460959306102, 25.2197296364458, 25.221150620328146, 25.224743615867506, 25.227360638452268, 25.22257271114894, 25.230827664538634, 25.233853984122533, 25.23111154211067, 25.23138000682299, 25.2290442721076, 25.226222661454177, 25.221001472984113, 25.220541880195988, 25.212878866477944]","[24.89666351484118, 24.943816447238422, 24.996093656417855, 25.04829430792547, 25.10005799775271, 25.139624518480026, 25.16407395619767, 25.177014170986578, 25.19601672325189, 25.18989337481146, 25.182042216576708, 25.172510957547384, 25.14236794381655, 25.098507968674014, 25.03994047685041, 24.983543708592503]","[25.147536752455302, 25.15427443943057, 25.158816092162315, 25.162276776128813, 25.16778364713345, 25.17312201913888, 25.177728129401554, 25.175915513815116, 25.19456348313576, 25.194595197617414, 25.18902056468654, 25.18707722376751, 25.180858383038494, 25.17359175675165, 25.1724271627831, 25.167822933783384]","[25.165530702711248, 25.168612259052278, 25.171556222650946, 25.177499903059406, 25.180208073183124, 25.184923638984948, 25.189629291363815, 25.195113909630358, 25.20665122634776, 25.202924349263203, 25.199657999777862, 25.196647008854423, 25.193657731538703, 25.19173864534864, 25.18841765336786, 25.18299968011058]","[24.27133798588386, 24.485694878561503, 24.61724634802469, 24.729697981799184, 24.80890876170465, 24.8563473128563, 24.90643434440992, 24.959169857547792, 25.0736463762549, 25.036809126648297, 24.983749723049993, 24.923623963319095, 24.870451551004283, 24.812085369826992, 24.742653034220254, 24.635750179893854]","[24.960312181076162, 25.007423724379727, 25.046725966021395, 25.07084144183625, 25.07627643167168, 25.087002587612183, 25.089923287095782, 25.10223944127849, 25.12270910214556, 25.127795768721363, 25.123001293560023, 25.105464769903403, 25.102910803291696, 25.08776841220124, 25.079642517138506, 25.063262100326693]","[25.175191513597884, 25.175491026531866, 25.182060037179408, 25.183341402330875, 25.17607857861842, 25.189459609683155, 25.173736541351555, 25.199337770155605, 25.193062700405555, 25.19787573370121, 25.17562636847651, 25.18313528036893, 25.19168515476006, 25.191702890677504, 25.187812900786852, 25.186323574493965]"
